,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu
baseline_C1,58.68289502282113,1022.4444444444445,40.653306852268386,21.090675878134864,38.62032381745013,0.7058823529411765,0.17647058823529413,22.0,27.287270946530043,52.288923185405835,4482.493558615472,0.5218556681646505,0.21734405564007825,0.0,172.31340473610607,265.48154616647196,0.6490598206327147,437.794950902578,0.0,39.35938602783264,60.64061397216736,39.35938602783264,60.64061397216736
C1,57.72689473785994,1039.3768844221106,65.01653186243328,34.833702032163984,50.91287864697116,0.6363636363636364,0.24242424242424243,30.0,36.00043362660995,84.58904057337429,9566.91033762636,0.4255921734374375,0.23333333333333334,646.3396650482111,1733.3439518237826,997.0151077383633,1.7385332863768868,3376.698724610357,19.141170645088962,51.33250233995323,29.526327014957797,63.48410278689684,36.51589721310316
baseline_C2,59.39974989578992,1010.1052631578947,62.80956576228287,28.01168186645804,55.47972602672079,0.8888888888888888,0.3888888888888889,58.0,39.21238466493859,81.37328253862633,10024.320936456774,0.4818827929956645,0.10421008753647353,0.0,1103.645108527363,1049.2253323706593,1.0518666243348753,2152.870440898022,0.0,51.26388878594115,48.73611121405886,51.26388878594115,48.73611121405886
C2,56.39787757099792,1063.8698224852071,53.60303003527479,27.958657119692067,45.45012965563779,0.6488095238095238,0.22023809523809523,26.0,32.1375612921234,68.7088074904329,6937.056019546715,0.4677356872566632,0.2,266.67263407074154,943.7144312430958,998.1839469762535,0.9454313847681488,2208.571012290091,12.074442369603767,42.72963948143774,45.1959181489585,48.597518893261956,51.402481106738044
baseline_F1,56.75249605885444,1057.2222222222222,92.51819974443201,51.293577978812436,62.263198459065215,0.47058823529411764,0.17647058823529413,32.0,43.10026934942611,121.63010463261622,16469.140602305277,0.3543552764310323,0.21019442984760903,0.0,270.3326674126569,131.39899076035437,2.057342037776302,401.7316581730113,0.0,67.29185064529678,32.708149354703224,67.29185064529678,32.708149354703224
F1,57.17871010512359,1049.3416149068323,53.36468993214115,23.095183480544165,39.26130410467793,0.56875,0.21875,32.0,27.761911857795383,70.41891613764017,6141.699732837906,0.39423940867723956,0.23333333333333334,1092.3272337128974,515.3046261455501,503.8970046321232,1.0226387960407806,2111.528864490571,51.73157952431937,24.404337293768084,23.864083181912545,50.55963516780888,49.44036483219112
baseline_F2,54.06154699196008,1109.8461538461538,29.64883226094866,13.47734724969602,21.563858652847824,0.25,0.0,16.0,14.538741348548712,36.356834906856854,1660.5912725484047,0.39989018256940523,0.06930967563071805,0.0,0.0,17.878106874009582,0.0,17.878106874009582,0.0,0.0,100.0,0.0,100.0
F2,56.103479751541734,1069.452380952381,54.354525102266976,26.76334025059276,44.34108407027219,0.6167664670658682,0.24550898203592814,29.0,31.35222982327055,70.03804255595739,6898.462479165683,0.44764571765724986,0.2,600.8751583169022,466.17716497135103,631.6480936821287,0.738033043452753,1698.7004169703819,35.37263853673257,27.443165393623328,37.1841960696441,42.46369459044268,57.536305409557315
baseline_V1,56.235527621567975,1066.9411764705883,25.641121816872243,15.329200076977273,31.156861202630793,0.625,0.0625,18.0,22.016861436181134,29.8829748770098,2066.945909396359,0.7367693988565914,0.1653986106516705,0.0,190.4663386180592,351.2566989562937,0.5422425798112924,541.7230375743529,0.0,35.15935734815731,64.8406426518427,35.15935734815731,64.8406426518427
V1,57.20449790794979,1048.8685714285714,60.68315733112006,29.972339386281337,45.931483205153384,0.5747126436781609,0.2471264367816092,32.0,32.477287611434726,79.59703140927417,8121.317603697606,0.4080213424598982,0.16666666666666666,322.6676713465294,620.689726797282,459.1258685323264,1.3518944789179965,1402.4832666761379,23.006882079331074,44.25648002691015,32.73663789375877,57.48108561145752,42.51891438854247
