,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu
baseline_C1,60.11220945765429,998.1333333333333,38.77089400855005,22.658511938459377,53.20848482284435,0.8571428571428571,0.35714285714285715,24.0,37.61309476710449,42.13062776553856,4978.366565177395,0.8927731857314203,0.2671653753673524,0.0,294.1306967548877,542.7889102357829,0.5418878153334412,836.9196069906706,0.0,35.14443852169979,64.85556147830022,35.14443852169979,64.85556147830022
C1,59.256834179080045,1012.5414364640884,63.48928387529146,27.310640986822538,47.72094811389322,0.7166666666666667,0.29444444444444445,42.0,33.73639643536998,82.93242973188816,8789.677758132786,0.4067937783136972,0.13333333333333333,926.233606011031,2233.3575287748095,515.274642865874,4.3343051316347285,3674.8657776517143,25.20455608593427,60.77385308483166,14.021590829234066,81.25341585599277,18.74658414400723
baseline_C2,64.15053993371112,935.3,79.4236110989673,36.78220694741464,61.05907407024602,0.631578947368421,0.42105263157894735,51.0,42.886308503573865,104.18665329955545,14037.204464267628,0.411629581576711,0.1603763498342778,0.0,826.726618719713,1538.2619318168122,0.5374420322183243,2364.988550536525,0.0,34.95689729796622,65.04310270203379,34.95689729796622,65.04310270203379
C2,59.80289454146028,1003.295918367347,46.5189689603735,23.237879706514487,44.91016674343435,0.7435897435897436,0.30256410256410254,30.0,31.756044116601938,57.70357314512387,5756.771291181573,0.5503306361416446,0.3333333333333333,746.454199705547,391.11730109204336,434.35950743431624,0.900446046184883,1571.9310082319066,47.48644792910801,24.88132742746569,27.632224643426287,47.38077400263559,52.61922599736441
baseline_F1,62.28146853146853,963.3684210526316,41.75644989738999,19.887336997182555,37.48777578535879,0.6666666666666666,0.1111111111111111,30.0,26.372919144408925,53.287248607875526,4415.006759017472,0.49491988859246844,0.32779720279720276,0.0,173.21422620145307,372.1286986666513,0.46546860487268255,545.3429248681043,0.0,31.762441264521097,68.2375587354789,31.762441264521097,68.2375587354789
F1,62.09317845502113,966.2897196261682,55.444256647992795,29.94841237417815,53.559321681357545,0.7370892018779343,0.39906103286384975,40.0,37.87211241485577,68.85806643738988,8192.646681670152,0.5500025541566942,0.36666666666666664,1455.793506519461,786.2127313492861,754.8505823999905,1.041547492550886,2996.8568202687375,48.577345993757405,26.234577709280885,25.188076296961718,51.01754900883969,48.98245099116031
baseline_F2,64.33626420759168,932.6,70.86635308804877,37.95463102996126,53.115564177505796,0.5263157894736842,0.3157894736842105,37.0,37.53705463823883,94.5117208284836,11145.401957903196,0.39716824864886013,0.1608406605189792,0.0,514.7296771801512,1114.607579621856,0.46180349621772654,1629.3372568020072,0.0,31.591352559533338,68.40864744046667,31.591352559533338,68.40864744046667
F2,60.732820329277025,987.9337016574585,49.50535460853216,26.87749069710265,49.84509337270152,0.7611111111111111,0.35,34.0,35.245803532713886,60.71351670848189,6722.68369462998,0.5805264699448702,0.36666666666666664,285.43507216449706,617.6468042828877,647.056573487475,0.9545483804513786,1550.1384499348596,18.41352120363776,39.84462189869832,41.741856897663936,48.83728589163587,51.16271410836412
baseline_V1,64.64124111182934,928.2,77.80719761050386,18.195612999016337,29.45111918166492,0.47368421052631576,0.10526315789473684,66.0,18.882344565442306,102.56856365040643,6084.432323635758,0.18409485219858088,0.16160310277957338,0.0,991.906185074584,137.66904570064088,7.205005163117553,1129.5752307752248,0.0,87.81231723661656,12.18768276338345,87.81231723661656,12.18768276338345
V1,62.12522898722223,965.7912087912088,59.41010689971469,30.656267245158052,53.24643011922949,0.6906077348066298,0.40331491712707185,43.0,37.6475909827418,75.01126600569364,8871.837112999492,0.5018924887880735,0.3333333333333333,607.5031336027988,1556.5900559384506,670.334853871759,2.322108192566457,2834.4280434130087,21.433006035012568,54.917254278366514,23.649739686620915,69.89863237333456,30.101367626665443
baseline_V2,67.13554987212277,893.7142857142857,66.20684963638966,20.233388248140745,36.93507817779732,0.65,0.2,54.0,25.238363655356103,87.18884676379197,6913.08663924167,0.2894677999782555,0.319693094629156,0.0,849.1476344589523,474.8428508735266,1.7882708624481767,1323.9904853324788,0.0,64.1354786054762,35.86452139452382,64.1354786054762,35.86452139452382
V2,61.919504643962846,969.0,47.81213235152768,28.14618954999134,52.28923647566227,0.7729468599033816,0.42995169082125606,33.0,36.97290660118049,56.56145844180236,6569.828996727538,0.6536766840837905,0.3333333333333333,407.5744088899531,1066.063016946589,682.6760648731397,1.561594249162219,2156.313490709682,18.901445019286733,49.43914795040902,31.659407030304237,60.96181117181011,39.03818882818988
baseline_V3,62.963481180915075,952.9333333333333,111.38609528223091,54.880203486265216,68.41887792958065,0.5,0.21428571428571427,50.0,47.438467126007616,150.57969616770774,22441.2444493525,0.31503893508440306,0.2098782706030502,0.0,3956.690914396681,1623.9225661390778,2.43650220576947,5580.613480535759,0.0,70.90064431441012,29.099355685589885,70.90064431441012,29.099355685589885
V3,62.46746486205102,960.5,51.20435883434499,25.18843660840248,44.82142344906061,0.6914285714285714,0.24571428571428572,38.0,31.693429435574735,64.82743485750521,6454.7279909469735,0.488889148633428,0.3333333333333333,1413.1575750315628,518.9426719698397,523.0661492565291,0.9921167192857913,2455.1663962579314,57.558525450064906,21.13676175923521,21.30471279069989,49.80213808162217,50.19786191837783
baseline_V4,63.191153238546605,949.5,40.33918690305991,29.128374864077507,44.56904755545041,0.5333333333333333,0.13333333333333333,36.0,31.321416173460467,47.68134971989689,4691.803374988151,0.6568903010811875,0.2632964718272775,0.0,332.8688808109282,281.8657300104329,1.180948392692533,614.7346108213611,0.0,54.14838776788155,45.85161223211844,54.14838776788155,45.85161223211844
