,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu
baseline_C1,121.3063763608087,494.61538461538464,57.70153772319505,58.7295081254197,64.24869443686856,0.18421052631578946,0.07894736842105263,10.0,45.42945278181767,68.83962050883599,9824.848128087031,0.6599317725173474,0.10368066355624676,0.0,62.37616516297267,98.62571511101227,0.6324533626221375,161.00188027398494,0.0,38.74250726564437,61.25749273435563,38.74250726564437,61.25749273435563
C1,116.34146341463415,515.7232704402516,41.71781694839078,26.888570300176564,29.65341195822719,0.08598726114649681,0.025477707006369428,12.0,20.953309963485474,52.103280665031726,3429.790393813046,0.4021495325446551,0.16666666666666666,124.96550379840468,453.0058630672251,367.7676763316639,1.2317718283068761,945.7390431972937,13.213529112209363,47.899668129987745,38.8868027578029,55.19255206484771,44.8074479351523
baseline_C2,122.18045112781954,491.0769230769231,43.29468766807464,37.385403181907456,39.679799476389576,0.02702702702702703,0.02702702702702703,10.0,27.93721438166064,26.220729619843382,2301.3238872831043,1.0654628908769288,0.0,0.0,539.6271746524077,26.488240470785826,20.372329949494702,566.1154151231935,0.0,95.32105295789876,4.678947042101241,95.32105295789876,4.678947042101241
C2,114.00770491632126,526.2802197802198,30.071317135060962,20.637106816627185,23.45813553040126,0.10584958217270195,0.013927576601671309,10.0,16.523937961524723,31.72699944484706,1646.9955640312087,0.5208162842581213,0.16666666666666666,293.81162854437287,231.09046866639267,227.4228182488784,1.016127011553874,752.324915459644,39.053821361859896,30.716843735688926,30.229334902451168,50.39995028739396,49.60004971260604
baseline_F1,115.89403973509935,517.7142857142857,36.203055457927796,11.562581744679147,18.20422861298823,0.15151515151515152,0.0,18.0,12.872333498514156,44.85597807999859,1813.9590829874314,0.28697030026983106,0.11037527593818984,0.0,304.1998202841113,166.01196806962176,1.8323969278921903,470.211788353733,0.0,64.69421393052497,35.30578606947505,64.69421393052497,35.30578606947505
F1,112.54444815245284,533.1226993865031,21.54700184292084,11.939891306877879,14.692317636467848,0.07407407407407407,0.006172839506172839,12.0,10.382718801837541,25.634512650634562,836.1535347350429,0.4050289132990607,0.13333333333333333,106.88209389911833,138.8331448255934,77.7558471149132,1.785501026314018,323.47108583962495,33.04224042828664,42.919800533401016,24.03795903831234,64.09981577629235,35.900184223707654
baseline_F2,125.4030813328556,478.45714285714286,55.24405222394941,35.910859691046106,41.01371721753589,0.21875,0.125,26.0,28.90633445933607,58.009411278472726,5267.946479163123,0.49830422033714383,0.11943150603129106,0.0,710.1432546938523,609.2222229304964,1.1656555325212907,1319.3654776243488,0.0,53.82460483751153,46.17539516248846,53.82460483751153,46.17539516248846
F2,113.82393397524072,527.1299093655589,22.335901349971362,8.68939023620058,11.462558348921894,0.03353658536585366,0.009146341463414634,10.0,8.081437812713865,28.07019728483852,712.6626083396334,0.2879009980125387,0.23333333333333334,71.82409252619048,127.19898660800212,113.00484454937197,1.1256064916086737,312.02792368356455,23.018482345518898,40.76525751490044,36.21626013958066,52.954603594421975,47.045396405578025
baseline_V1,117.91383219954648,508.84615384615387,13.869424888781875,3.3120386471175123,5.571355310873647,0.0,0.0,10.0,3.6982157860243903,18.292380927588408,212.52614149507943,0.2021724673602644,0.22675736961451248,0.0,0.0,24.02849358449487,0.0,24.02849358449487,0.0,0.0,100.00000000000001,0.0,100.00000000000001
V1,112.0901182244033,535.2835820895523,25.900156151289355,15.435182211459908,18.044925473590407,0.06646525679758308,0.015105740181268883,12.0,12.7284046680456,29.439386637659894,1177.2063720535211,0.4323597099595472,0.13333333333333333,69.18023260829071,156.7838594690918,96.7401544052682,1.6206699320768687,322.7042464826507,21.4376579677299,48.584380645118294,29.977961387151797,61.841818087808385,38.158181912191615
