,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu
baseline_C1,87.5,685.7142857142857,76.20220147872423,36.68992902190427,51.97577783430933,0.5185185185185185,0.2222222222222222,35.0,36.751491855911326,101.18800494959378,11682.986615356604,0.36320008358914546,0.10416666666666667,0.0,1268.6442488592895,1539.5096677582947,0.8240573446392079,2808.1539166175844,0.0,45.177162168780576,54.82283783121941,45.177162168780576,54.82283783121941
C1,89.01270639396616,674.0610687022901,59.58581671049201,24.50652346142577,35.462353899047685,0.46360153256704983,0.13026819923371646,35.0,25.07503339003089,80.32539189058139,6327.676177046781,0.3121682048459583,0.13333333333333333,866.0175742823023,1827.0632583181953,711.5645094631427,2.567670582245126,3404.6453420636403,25.436352021247167,53.66383498877938,20.899812989973448,71.97050633047229,28.02949366952771
baseline_C2,97.7895487419782,613.5625,66.54647694468882,22.74081443130301,35.9713147364809,0.4838709677419355,0.0967741935483871,42.0,25.023111065751774,88.5617770004276,6962.055777251228,0.2825497851700848,0.20372822654578793,0.0,224.542529602581,1307.4013717599635,0.17174720361530002,1531.9439013625445,0.0,14.657359802984168,85.34264019701584,14.657359802984168,85.34264019701584
C2,85.743951590394,699.7578125,47.62832109380766,19.50079957745165,31.795917853662644,0.4980392156862745,0.10980392156862745,36.0,22.47828222656211,63.196794238309515,4462.806335466669,0.35568706447036696,0.13333333333333333,774.2128116193087,732.4919596987371,434.22097528150005,1.6869105856157034,1940.925746599546,39.88884237203357,37.739308728427396,22.37184889953902,62.782535252439345,37.217464747560655
baseline_F1,86.87594115602919,690.64,54.00657737720472,17.052003792321106,27.637534863538995,0.5,0.08333333333333333,44.0,19.495636976285518,72.79363429891684,4458.417190525944,0.26782062970272125,0.11583458820803891,0.0,1285.1706012460265,189.824340240681,6.770315121951907,1474.9949414867076,0.0,87.13050906809556,12.869490931904439,87.13050906809556,12.869490931904439
F1,90.33590607674748,664.1877256317689,39.27898172428307,15.211184034214671,24.799777932619605,0.36594202898550726,0.043478260869565216,24.0,17.535371730012592,52.43962607115607,2888.8462986966056,0.33439162411681955,0.13333333333333333,266.86765161530997,799.0688044200626,321.9117562968101,2.482260398353711,1387.8482123321828,19.228878867585767,57.57609494465412,23.195026187760092,71.28302063588454,28.716979364115456
baseline_F2,85.9325270528326,698.2222222222222,53.30786428906834,12.121644115191772,25.428099325236985,0.5882352941176471,0.0,32.0,16.832165615510036,69.4107676897488,3670.4280575783123,0.2425007844711673,0.0795671546785487,0.0,0.0,332.55728731173565,0.0,332.55728731173565,0.0,0.0,100.0,0.0,100.0
F2,85.33896841442228,703.0785714285714,44.44668842832836,19.28046509611553,31.285252517593744,0.48028673835125446,0.08960573476702509,32.0,22.12113091327869,58.847830677060635,4089.6642638930603,0.3759039315259192,0.13333333333333333,163.86703171484422,688.9943685575544,727.5273052605534,0.9470357518894786,1580.388705532952,10.368780233694697,43.59651306956195,46.03470669674335,48.639874792768374,51.36012520723163
baseline_V1,92.71099744245524,647.1724137931035,22.557312394198583,11.872408417530668,20.911377627638842,0.39285714285714285,0.0,14.0,14.703446076706376,27.60041962118161,1274.925156927715,0.5327254541239798,0.159846547314578,0.0,28.438176375313958,159.4537914746706,0.17834744544052683,187.89196784998455,0.0,15.135386946407085,84.86461305359292,15.135386946407085,84.86461305359292
V1,94.09198818783656,637.6738461538462,37.23693070439646,14.89659015043524,22.733561419513986,0.2962962962962963,0.033950617283950615,22.0,16.074903735391963,50.12638348203123,2531.422440997456,0.32068748269370606,0.13333333333333333,230.83584720736573,514.4557497990234,328.25031521634554,1.5672665826990972,1073.5419122227347,21.502266896075568,47.921347451992716,30.576385651931705,61.04806541170923,38.95193458829076
baseline_V2,99.57955299845099,602.5333333333333,15.116730981120078,8.13157112614726,13.564659966250536,0.14285714285714285,0.0,8.0,9.225076737693108,15.950177530839781,462.25900635981645,0.5783682795916445,0.33193184332816994,0.0,0.0,21.692943950134257,0.0,21.692943950134257,0.0,0.0,100.0,0.0,100.0
V2,95.21688289993875,630.140350877193,34.8974631343056,12.523178272659054,19.724868124659572,0.2640845070422535,0.01056338028169014,22.0,13.947413778934406,47.3586475704537,2075.1182490588967,0.2945061671827802,0.13333333333333333,285.2135756995363,333.1253881039201,208.70561624971637,1.5961496105851576,827.0445800531728,34.485876889635044,40.279012297318076,25.23511081304688,61.48141863925147,38.51858136074853
baseline_V3,95.52619009711829,628.1,37.32278124684708,15.210435257421848,25.043120706829693,0.3684210526315789,0.0,16.0,17.681704083028265,50.950630604564346,2830.241887848303,0.3470360204225671,0.15921031682853048,0.0,0.0,899.3013576301619,0.0,899.3013576301619,0.0,0.0,100.0,0.0,100.0
V3,92.75649649507893,646.8549618320611,31.60928507355297,14.045243316616558,20.658507844473018,0.24904214559386972,0.019157088122605363,18.0,14.606242410253008,41.91252938553403,1923.2345296322026,0.3484934606522293,0.13333333333333333,302.42584098453983,204.17399032821487,214.25485472242772,0.9529491903122902,720.8546860351825,41.95378719779585,28.323876404439414,29.72233639776473,48.795390839630954,51.20460916036904
baseline_V4,92.82451745984972,646.3809523809524,33.258691940140416,13.782234942127491,25.538206671573477,0.5,0.0,28.0,18.047021914986416,43.82984143252173,2484.9938478077324,0.41175193259073783,0.14734050390452336,0.0,0.0,288.4593261264348,0.0,288.4593261264348,0.0,0.0,100.0,0.0,100.0
V4,88.97838529525548,674.3210702341137,51.43327584101116,20.70600324385828,31.348442261375048,0.4161073825503356,0.10738255033557047,28.0,22.16171660334733,68.85711776241112,4794.045036643217,0.32185077336253737,0.13333333333333333,416.3461683879624,1490.5092021511923,638.1215325998668,2.335776378017656,2544.9769031390215,16.359526401769436,58.56670841738371,25.073765180846866,70.02197129909926,29.97802870090074
