,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu
baseline_C1,91.66764602185921,654.5384615384615,27.70480487239987,13.090698988212967,20.242529486207992,0.28,0.04,12.0,13.971399357258383,31.616906869584824,1387.7433642169733,0.4418964642837577,0.2350452462098954,0.0,104.38046642353738,157.74375585615218,0.6617090220593124,262.12422227968955,0.0,39.820992320260366,60.17900767973964,39.820992320260366,60.17900767973964
C1,99.19489078370759,604.8698630136986,43.73484296327507,9.773316706277198,15.503020435117921,0.17869415807560138,0.003436426116838488,30.0,10.960109249309204,60.81427871246786,2093.969328435293,0.1802226299703233,0.13333333333333333,1120.6375791490866,596.1086491598912,117.99632187491113,5.051925684529649,1834.7425501838889,61.078737125095266,32.49004330880895,6.43121956609579,83.476333779903,16.523666220097002
baseline_C2,98.11937857726902,611.5,49.34571916590131,13.310038617212022,20.762870085649247,0.2903225806451613,0.03225806451612903,35.0,14.432735366384552,66.91585409793859,3034.0836270900822,0.21568484122254022,0.1533115290269828,0.0,309.3360763859446,698.5071991097451,0.44285309697623265,1007.8432754956897,0.0,30.692874964493182,69.30712503550681,30.692874964493182,69.30712503550681
C2,96.29267642550924,623.1003460207612,47.90959226524619,11.026428601347641,17.07296433286004,0.17708333333333334,0.010416666666666666,32.0,12.072048330227378,66.7576677449055,2531.8151474705896,0.18083388377732287,0.13333333333333333,868.9257932421059,509.9886119941676,143.34880230605128,3.557676128366502,1522.2632075423248,57.081179452860574,33.50199948782431,9.416821059315106,78.05899384170577,21.941006158294222
baseline_F1,92.23201475712237,650.5333333333333,21.66984592059256,9.857968764251385,16.068817521887667,0.2413793103448276,0.0,14.0,11.361951231664627,28.49719931166568,1017.1967723026388,0.3987041360592047,0.15372002459520392,0.0,269.2412896663763,167.01822673823594,1.6120473491097014,436.2595164046122,0.0,61.71585479333508,38.28414520666493,61.71585479333508,38.28414520666493
F1,99.57124513025877,602.583606557377,47.630687106169894,10.42721234422068,15.479613078259792,0.15460526315789475,0.009868421052631578,30.0,10.943911357930915,66.38745980287955,2282.4879367441813,0.1648490752685227,0.13333333333333333,985.4002121028481,330.01208104872944,81.14067493212322,4.0671596745380185,1396.5529680837008,70.55945851126424,23.630473644086702,5.8100678446490654,80.26507818522273,19.734921814777262
baseline_F2,98.72480460715755,607.75,34.67257561820293,12.04708072548049,19.51674219244727,0.25806451612903225,0.0,21.0,13.80042075094907,47.04637161573711,2039.709576371122,0.2933365587396925,0.20567667626491157,0.0,35.13868065651324,298.61693178423116,0.11767142755958347,333.7556124407444,0.0,10.528266595891875,89.47173340410812,10.528266595891875,89.47173340410812
F2,96.01600266711118,624.8958333333334,38.16033767575672,14.400784119394626,19.895896307919138,0.20209059233449478,0.017421602787456445,26.0,14.066189575687561,51.88041735765652,2292.6079820129376,0.27112714762329626,0.1,383.80575342960736,703.109264397078,140.9237345347769,4.9892891833885225,1227.8387523614624,31.258644727692964,57.26397403932811,11.477381232978912,83.30352785813831,16.696472141861687
baseline_V1,99.98958441828977,600.0625,45.843441120295495,14.786162217835772,19.41399561673103,0.12903225806451613,0.03225806451612903,36.0,13.718592926515997,64.13561983429844,2764.131743267641,0.21389974809566853,0.15623372565357774,0.0,862.0961516933489,572.1570588451902,1.5067473840720509,1434.2532105385392,0.0,60.10766755541342,39.89233244458657,60.10766755541342,39.89233244458657
V1,105.40137696074952,569.2525252525253,35.79844722316081,8.06603668303687,12.191601007871572,0.08108108108108109,0.0,24.0,8.62017986547121,49.85735473182104,1350.1916970205154,0.17289685567632918,0.1,316.3337268076327,374.8382768248483,131.99179525175825,2.8398604330662374,823.1637988842392,38.42901342799678,45.53629269568516,16.034693876318062,73.95738680008554,26.042613199914445
